account,total_sent,avg_sent,max_sent,std_sent,n_sent,total_recv,avg_recv,max_recv,std_recv,n_recv,unique_dest,unique_source,drain_rate,tx_count,passthrough_ratio,fanout_ratio,degree_ratio,round_tx_count,small_round_tx_rate,cashout_rate,out_degree,in_degree,pagerank,betweenness,clustering,component_size,degree_ratio_graph,active_days,max_gap_days,burst_ratio,weekly_cv,max_weekly_txns,mean_weekly_txns,tx_velocity_1d,tx_velocity_7d,tx_velocity_30d,sudden_wakeup,small_round_txns,is_fraud
ACC003113,9786.38,1398.0542857142857,3618.91,1215.3329785543979,7.0,46119.3,5124.366666666667,18483.95,7189.150807160746,9.0,7.0,9.0,0.0,16.0,0.21219706283026415,0.9999998571428775,0.8,0.0,0.0,0.0,7,9,0.00019791924619165608,0.0007098316713620122,3.3598652634288283e-06,5000,0.8,177,34.39351851851852,2.0625,0.563887178431998,3,1.4545454545454546,1,1,1,0,0,0
ACC003114,356.29,178.145,308.31,184.08110834629395,2.0,13741.65,1963.0928571428572,4137.83,1386.117389577981,7.0,2.0,7.0,0.0,9.0,0.025927745210660456,0.99999950000025,0.375,0.0,0.0,0.0,2,7,0.00016772385689818223,0.0,0.0,5000,0.375,152,60.785011574074076,1.7777777777777777,0.3142696805273545,2,1.125,1,1,2,0,0,0
ACC003115,10427.71,1489.672857142857,4666.53,1682.9794433752927,7.0,8186.71,909.6344444444444,3721.81,1243.9573650160917,9.0,7.0,9.0,0.0,16.0,1.2737363359305829,0.9999998571428775,0.8,0.0,0.0,0.0,7,9,9.988141396243679e-05,0.0009193677470988396,0.0,5000,0.8,158,25.248993055555555,2.4375,0.4868050602311633,3,1.2307692307692308,1,1,3,0,0,0
ACC003116,108119.55,3179.9867647058823,8559.02,2280.8642152691323,34.0,405032.99,9419.371860465117,19602.24,6133.1791975611195,43.0,14.0,16.0,0.0,77.0,0.26694010776685884,0.41176469377162667,0.7954545454545454,0.0,0.0,0.0,14,16,0.00025799729804318723,0.001253501400560224,1.0820401410422459e-05,5000,0.8823529411764706,166,30.11875,9.96103896103896,2.6990656354442044,59,5.923076923076923,1,2,2,1,0,1
ACC003117,16921.399999999998,2417.3428571428567,10271.93,3850.7730570225085,7.0,14791.609999999999,2465.268333333333,8193.82,3149.502678306,6.0,7.0,6.0,0.0,13.0,1.143986354349257,0.9999998571428775,1.1428571428571428,0.0,0.0,0.0,7,6,5.9883354334714e-05,0.003986594637855142,7.234836132778627e-06,5000,1.1428571428571428,126,18.172326388888887,1.5384615384615383,0.37157376272280607,2,1.3,1,1,4,0,0,0
ACC003118,23281.21,2328.121,9724.97,3219.5961138780885,10.0,7437.01,1859.2525,5719.31,2634.7759018099305,4.0,10.0,4.0,0.0,14.0,3.130452963875206,0.99999990000001,2.2,0.0,0.0,0.0,10,4,0.00011877562924175191,2.010854593093519e-06,7.0873244405381035e-06,5000,2.2,168,41.780462962962964,1.5714285714285714,0.367006645104718,2,1.2727272727272727,1,2,2,0,0,0
ACC003119,15327.260000000002,2189.608571428572,8472.17,2960.6698127080895,7.0,7250.049999999999,1812.5124999999998,6026.45,2815.689947980483,4.0,7.0,4.0,0.0,11.0,2.1140902473618683,0.9999998571428775,1.6,0.0,0.0,0.0,7,4,0.00010174982016521893,0.00020808323329331733,0.0,5000,1.6,152,35.588425925925925,1.8181818181818181,0.28747978728803447,2,1.1,1,1,1,0,0,0
ACC003120,5397.0199999999995,1349.2549999999999,3767.31,1668.044395622211,4.0,3352.66,558.7766666666666,939.63,347.7203951836399,6.0,4.0,6.0,0.0,10.0,1.6097725383397743,0.9999997500000625,0.7142857142857143,0.0,0.0,0.0,4,6,0.00012755414206078573,9.303721488595439e-05,0.0,5000,0.7142857142857143,161,47.568217592592596,1.0,0.0,1,1.0,1,1,1,0,0,0
ACC003121,26854.829999999998,3836.4042857142854,17095.98,6163.33294699888,7.0,16569.38,2071.1725,7997.52,3069.686226639692,8.0,7.0,8.0,0.0,15.0,1.6207504443967877,0.9999998571428775,0.8888888888888888,0.0,0.0,0.0,7,8,0.0001190129888729211,3.701480592236895e-05,1.1852565776893893e-05,5000,0.8888888888888888,145,25.466041666666666,1.4666666666666668,0.36998498468030955,2,1.3636363636363635,1,1,4,0,0,0
ACC003122,12798.65,1163.5136363636364,4880.26,1512.497905474733,11.0,6144.37,682.7077777777778,1471.82,557.3903494360522,9.0,11.0,9.0,0.0,20.0,2.0829881660637315,0.9999999090909174,1.2,0.0,0.0,0.0,11,9,8.173707731140474e-05,0.0025130052020808325,0.0,5000,1.2,165,38.88975694444444,2.25,0.5428101483418094,3,1.3333333333333333,1,2,4,0,0,0
ACC003123,17202.78,2867.1299999999997,8138.99,3237.0227572755803,6.0,29817.66,2484.805,6870.23,2532.515592311329,12.0,6.0,12.0,0.0,18.0,0.5769325963010868,0.9999998333333611,0.5384615384615384,0.0,0.0,0.0,6,12,0.00032123494220175005,0.0004641856742697079,0.0,5000,0.5384615384615384,170,25.783101851851853,1.6666666666666667,0.3450327796711771,2,1.2,1,1,2,0,0,0
ACC003124,20190.95,2523.86875,9248.08,2992.3128247534432,8.0,6112.05,764.00625,1996.69,712.050379135343,8.0,8.0,8.0,0.0,16.0,3.3034661033035615,0.9999998750000157,1.0,0.0,0.0,0.0,8,8,0.00016658115995569117,0.0006362545018007203,0.0,5000,1.0,159,35.79869212962963,1.5,0.36927447293799825,2,1.3333333333333333,1,1,2,0,0,0
ACC003125,21772.11,3110.3014285714285,12051.86,4384.297105661783,7.0,286515.46,4939.921724137931,9981.51,2929.7431615039964,58.0,7.0,14.0,0.0,65.0,0.0759893026363185,0.9999998571428775,0.13559322033898305,0.0,0.0,0.0,7,14,0.0008268224610842013,0.002468987595038015,7.834355215239756e-07,5000,0.5333333333333333,166,27.86880787037037,9.138461538461538,2.699699742235209,54,5.909090909090909,1,1,3,1,0,0
ACC003126,9055.57,1006.1744444444444,2878.66,1034.5864889789436,9.0,36348.08,3029.0066666666667,18285.07,5038.846309399753,12.0,9.0,12.0,0.0,21.0,0.24913475484126987,0.9999998888889013,0.7692307692307693,0.0,0.0,0.0,9,12,0.00033169482949753636,0.0007432973189275711,2.333256670399121e-06,5000,0.7692307692307693,168,41.22275462962963,2.857142857142857,0.5914847651505895,4,1.4,1,1,1,0,0,0
ACC003127,38308.35,7661.67,33651.09,14624.479883689879,5.0,77904.75,7790.475,50000.0,15559.497315314993,10.0,5.0,10.0,0.0,15.0,0.4917331741582929,0.99999980000004,0.5454545454545454,0.0,0.0,0.0,5,10,0.00031686135688648406,0.002295918367346939,0.0,5000,0.5454545454545454,162,31.714386574074073,1.6,0.36181361349331637,2,1.25,1,1,2,0,0,0
ACC003128,141289.75,3718.1513157894738,9059.36,2841.011678117661,38.0,360999.7,9756.748648648649,19209.37,6464.0713764658685,37.0,19.0,18.0,0.0,75.0,0.39138467427980855,0.49999998684210567,1.0263157894736843,0.0,0.0,0.0,19,18,0.00036827029375159404,0.0021468587434973993,0.0,5000,1.0526315789473684,172,27.63650462962963,10.6,2.667261838343906,53,5.0,1,1,4,1,0,1
ACC003129,2223.87,317.69571428571425,581.42,200.4743452296031,7.0,49041.39,5449.043333333333,29975.44,9495.980313378655,9.0,7.0,9.0,0.0,16.0,0.045346797877357334,0.9999998571428775,0.8,0.0,0.0,0.0,7,9,0.00019512340221109566,0.0003921568627450981,1.363921489041818e-06,5000,0.8,166,40.79099537037037,1.5,0.36927447293799825,2,1.3333333333333333,1,1,4,0,0,0
ACC003130,15619.42,1419.9472727272728,3499.07,1230.1711079446704,11.0,16093.18,2011.6475,10289.22,3475.972688223912,8.0,11.0,8.0,0.0,19.0,0.9705614427371991,0.9999999090909174,1.3333333333333333,0.0,0.0,0.0,11,8,0.0001093485673642259,0.0005822328931572629,0.0,5000,1.3333333333333333,168,26.891064814814815,1.6842105263157894,0.33946348413888633,2,1.1875,1,1,3,0,0,0
ACC003131,58799.47,5879.947,50000.0,15550.015506831174,10.0,2675.95,891.9833333333332,2242.33,1173.1290086914285,3.0,10.0,3.0,0.0,13.0,21.97330666792231,0.99999990000001,2.75,1.0,0.09999999000000101,0.0,10,3,5.640319567523284e-05,0.00014205682272909164,0.0,5000,2.75,142,42.60503472222222,1.5384615384615383,0.37157376272280607,2,1.3,1,1,3,0,0,0
ACC003132,7407.59,823.0655555555555,2887.71,1102.632337977069,9.0,8292.77,1382.1283333333333,4852.02,2070.669818608623,6.0,9.0,6.0,0.0,15.0,0.8932588265569575,0.9999998888889013,1.4285714285714286,0.0,0.0,0.0,9,6,8.602944560573536e-05,0.005027010804321729,0.0,5000,1.4285714285714286,140,20.38866898148148,1.4666666666666668,0.36998498468030955,2,1.3636363636363635,1,2,4,0,0,0
ACC003133,14411.099999999999,1601.2333333333331,5722.7,1699.5171920577914,9.0,31249.03,6249.806,28137.63,12253.009657362963,5.0,9.0,5.0,0.0,14.0,0.4611695146869784,0.9999998888889013,1.6666666666666667,0.0,0.0,0.0,9,5,7.934712303524849e-05,0.0001640656262505002,0.0,5000,1.6666666666666667,170,50.49916666666667,1.4285714285714286,0.3688555567816588,2,1.4,1,2,2,0,0,0
ACC003134,1400.42,280.084,882.44,354.687933160969,5.0,13009.619999999999,1445.5133333333333,5262.37,1885.6462610866336,9.0,5.0,9.0,0.0,14.0,0.10764495810733558,0.99999980000004,0.6,0.0,0.0,0.0,5,9,0.000361804732858661,0.000977390956382553,1.344951863908386e-05,5000,0.6,168,35.112233796296294,2.857142857142857,0.6900655593423543,4,1.4,1,2,3,0,0,0
ACC003135,7478.77,1068.3957142857143,3902.8,1358.0817418802785,7.0,18329.100000000002,1527.4250000000002,10593.77,2982.4405036738867,12.0,7.0,12.0,0.0,19.0,0.4080271262414397,0.9999998571428775,0.6153846153846154,0.0,0.0,0.0,7,12,0.0005001089185142284,0.0013425370148059225,1.4095293024862793e-06,5000,0.6153846153846154,151,42.684583333333336,2.2105263157894735,0.46665956383542695,3,1.3571428571428572,2,2,2,0,0,0
ACC003136,2515.3,419.2166666666667,853.04,333.3078236505508,6.0,14700.14,2450.023333333333,12572.81,4991.199510264708,6.0,6.0,6.0,0.0,12.0,0.1711072139332614,0.9999998333333611,1.0,0.0,0.0,0.0,6,6,0.00017206414746070563,0.0035394157663065228,0.0,5000,1.0,165,54.80515046296296,2.0,0.6172133998483676,3,1.5,1,1,1,0,0,0
ACC003137,1482.32,370.58,1141.86,515.6216005948548,4.0,29414.219999999998,3268.2466666666664,20080.17,6378.217977960222,9.0,4.0,9.0,0.0,13.0,0.05039467305098028,0.9999997500000625,0.5,0.0,0.0,0.0,4,9,0.000388698448683879,2.100840336134454e-05,0.0,5000,0.5,165,47.59153935185185,1.5384615384615383,0.37157376272280607,2,1.3,1,1,1,0,0,0
ACC003138,10265.77,1710.9616666666668,7864.82,3055.8487417633523,6.0,7025.41,878.17625,4468.97,1472.2031616005945,8.0,6.0,8.0,0.0,14.0,1.4612342907444213,0.9999998333333611,0.7777777777777778,0.0,0.0,0.0,6,8,0.00014619820596799957,0.0005412164865946379,0.0,5000,0.7777777777777778,160,50.725775462962964,1.7142857142857142,0.33364240464065265,2,1.1666666666666667,1,1,1,0,0,0
ACC003139,47291.85,5911.48125,27833.97,9260.44908422517,8.0,61345.530000000006,6816.170000000001,50000.0,16241.347132143163,9.0,8.0,9.0,0.0,17.0,0.7709094696749557,0.9999998750000157,0.9,0.0,0.0,0.0,8,9,0.000170785372773158,1.2004801920768307e-05,6.778367996602312e-06,5000,0.9,169,28.34142361111111,1.5294117647058822,0.36735282343519987,2,1.3076923076923077,1,1,2,0,0,0
ACC003140,11350.4,1135.04,2342.47,866.2165086166391,10.0,19823.02,2477.8775,10806.72,3568.842829740875,8.0,10.0,8.0,0.0,18.0,0.5725868207481711,0.99999990000001,1.2222222222222223,0.0,0.0,0.0,10,8,0.00015302282733148454,0.0007643057222889156,0.0,5000,1.2222222222222223,150,52.99775462962963,2.0,0.5318160234783104,3,1.5,1,2,4,0,0,0
ACC003141,6793.84,1358.768,5635.38,2414.354402913955,5.0,25254.57,6313.6425,11896.24,5390.827165190731,4.0,5.0,4.0,0.0,9.0,0.26901428136495636,0.99999980000004,1.2,0.0,0.0,0.0,5,4,0.0004981251625694857,1.1004401760704283e-05,0.0,5000,1.2,123,33.42034722222222,2.0,0.5577733510227171,3,1.5,2,3,4,0,0,0
ACC003142,17952.64,1380.9723076923076,7070.55,1967.4228168306624,13.0,19765.059999999998,2823.5799999999995,9090.0,3600.359546744371,7.0,13.0,7.0,0.0,20.0,0.9083018214511719,0.9999999230769291,1.75,0.0,0.0,0.0,13,7,0.00034229289353289075,0.0009843937575030012,6.3876424922099515e-06,5000,1.75,173,27.419837962962962,2.1,0.4523443208612048,3,1.4285714285714286,1,1,3,0,0,0
ACC003143,57220.42,7152.5525,49356.17,17082.252790953833,8.0,8226.6,1028.325,3132.84,1130.1977233968528,8.0,8.0,8.0,0.0,16.0,6.955536915985274,0.9999998750000157,1.0,0.0,0.0,0.0,8,8,7.755097051420828e-05,4.201680672268908e-05,0.0,5000,1.0,159,28.447997685185186,1.75,0.31774445465112133,2,1.1428571428571428,1,1,1,0,0,0
ACC003144,6247.06,1041.1766666666667,1973.48,830.2716106351384,6.0,6782.58,2260.86,4993.88,2372.3423856391387,3.0,6.0,3.0,0.0,9.0,0.9210447940280772,0.9999998333333611,1.75,0.0,0.0,0.0,6,3,4.722864120148981e-05,0.0,0.0,5000,1.75,97,44.107638888888886,2.0,0.5577733510227171,3,1.5,1,1,2,0,0,0
ACC003145,6107.55,1221.51,4744.89,1977.158810174337,5.0,31316.09,3914.51125,21459.69,7354.1418953023385,8.0,5.0,8.0,0.0,13.0,0.19502913677298062,0.99999980000004,0.6666666666666666,0.0,0.0,0.0,5,8,0.00016943191334049001,0.0011164465786314528,0.0,5000,0.6666666666666666,176,40.80766203703703,1.6923076923076923,0.3422860840197998,2,1.1818181818181819,1,1,1,0,0,0
ACC003146,6807.99,1361.598,4837.69,2034.8781637655852,5.0,10458.72,1494.1028571428571,4227.72,1732.0779095421228,7.0,5.0,7.0,0.0,12.0,0.6509391205949735,0.99999980000004,0.75,0.0,0.0,0.0,5,7,0.00010996831896537808,0.00046218487394957984,0.0,5000,0.75,161,33.483136574074074,1.6666666666666667,0.35136418446315326,2,1.2,1,2,3,0,0,0
ACC003147,6291.21,1048.535,4237.83,1607.5340092545478,6.0,7577.349999999999,757.7349999999999,2821.28,855.764250730175,10.0,6.0,10.0,0.0,16.0,0.8302651981457548,0.9999998333333611,0.6363636363636364,0.0,0.0,0.0,6,10,0.00010008498023153442,0.0007863145258103242,0.0,5000,0.6363636363636364,166,32.6700462962963,1.625,0.3563048203434806,2,1.2307692307692308,1,1,2,0,0,0
ACC003148,116054.91,4298.33,9958.8,2781.9361010966113,27.0,367165.31,7493.169591836735,19514.81,5740.853637551417,49.0,9.0,22.0,0.0,76.0,0.3160835374117558,0.3333333209876548,0.56,0.0,0.0,0.0,9,22,0.0005641050956635194,0.0009923969587835135,3.62666216445337e-05,5000,0.43478260869565216,176,49.63640046296296,7.421052631578948,2.116596289787231,47,6.333333333333333,1,1,1,1,0,1
ACC003149,3215.5899999999997,1071.8633333333332,2230.27,1085.784745211192,3.0,5725.51,572.551,2520.98,745.923234201155,10.0,3.0,10.0,0.0,13.0,0.5616250778425632,0.9999996666667778,0.36363636363636365,0.0,0.0,0.0,3,10,5.7294284317635486e-05,0.00011904761904761906,0.0,5000,0.36363636363636365,174,26.45982638888889,1.8461538461538463,0.2664693550105965,2,1.0833333333333333,1,1,1,0,0,0
ACC003150,1649.65,329.93,856.5,316.94200384297443,5.0,2237.44,1118.72,1237.28,167.66915995495413,2.0,5.0,2.0,0.0,7.0,0.7372935136864929,0.99999980000004,2.0,0.0,0.0,0.0,5,2,6.6017517815134e-05,0.0,0.0,5000,2.0,153,73.35940972222222,1.7142857142857142,0.34992710611188255,2,1.1666666666666667,1,1,2,0,0,0
ACC003151,37395.74999999999,5342.249999999999,35263.35,13198.237903889543,7.0,32975.100000000006,4121.887500000001,28764.22,9964.886403027884,8.0,7.0,8.0,0.0,15.0,1.1340602454235447,0.9999998571428775,0.8888888888888888,0.0,0.0,0.0,7,8,0.00012950853297587168,0.003038215286114446,0.0,5000,0.8888888888888888,136,39.181423611111114,2.0,0.47140452079103173,3,1.5,1,1,3,0,0,0
ACC003152,41152.22,5144.0275,22561.75,7276.837049293071,8.0,3064.8,766.2,1740.76,806.466049543728,4.0,8.0,4.0,0.0,12.0,13.427375354532963,0.9999998750000157,1.8,0.0,0.0,0.0,8,4,7.201315814244242e-05,1.0004001600640257e-05,0.0,5000,1.8,139,24.468738425925928,1.8333333333333335,0.27638539919628335,2,1.0909090909090908,1,1,3,0,0,0
ACC003153,5407.7,901.2833333333333,3538.43,1306.801446810749,6.0,7542.96,1508.592,6210.33,2640.105716665528,5.0,6.0,5.0,0.0,11.0,0.7169201479635421,0.9999998333333611,1.1666666666666667,0.0,0.0,0.0,6,5,9.414758328827164e-05,0.00027110844337735094,0.0,5000,1.1666666666666667,133,34.68398148148148,1.6363636363636362,0.36078426969062594,2,1.2222222222222223,2,2,2,0,0,0
ACC003154,6099.59,2033.1966666666667,5102.52,2683.787382121269,3.0,41656.49,3786.953636363636,22733.85,6837.766950055073,11.0,3.0,11.0,0.0,14.0,0.14642592306393493,0.9999996666667778,0.3333333333333333,0.0,0.0,0.0,3,11,0.00016785902791808827,0.000702280912364946,0.0,5000,0.3333333333333333,170,45.47887731481482,1.7142857142857142,0.33364240464065276,2,1.1666666666666667,1,1,1,0,0,0
ACC003155,8848.2,1769.64,4164.36,1622.8180763258706,5.0,36435.38,6072.563333333333,25968.65,9803.307705550544,6.0,5.0,6.0,0.0,11.0,0.24284637623532826,0.99999980000004,0.8571428571428571,0.0,0.0,0.0,5,6,0.0001611222356859575,0.0,0.0,5000,0.8571428571428571,139,29.832916666666666,1.4545454545454546,0.3763993960049205,2,1.375,1,1,2,0,0,0
ACC003156,20693.09,5173.2725,9364.48,4453.604556606367,4.0,14712.52,1471.252,10277.91,3150.47310641081,10.0,4.0,10.0,0.0,14.0,1.406495284192885,0.9999997500000625,0.45454545454545453,0.0,0.0,0.0,4,10,0.00041514434802275655,0.0,0.0,5000,0.45454545454545453,168,25.677604166666665,1.5714285714285714,0.367006645104718,2,1.2727272727272727,1,1,2,0,0,0
ACC003157,50975.85,10195.17,25941.66,13074.792477171482,5.0,51795.47,7399.352857142857,50000.0,18785.633230776573,7.0,5.0,7.0,0.0,12.0,0.9841758362076031,0.99999980000004,0.75,0.0,0.0,0.0,5,7,0.00026696734456558977,0.00030212084833933575,0.0,5000,0.75,162,31.532233796296296,1.6666666666666667,0.35136418446315326,2,1.2,1,2,2,0,0,0
ACC003158,10448.02,1306.0025,5076.13,1620.5000952858438,8.0,73481.29,9185.16125,50000.0,17371.636693060853,8.0,8.0,8.0,0.0,16.0,0.14218612656171137,0.9999998750000157,1.0,0.0,0.0,0.0,8,8,0.0002977541227501692,2.100840336134454e-05,0.0,5000,1.0,121,31.013206018518517,1.625,0.3563048203434806,2,1.2307692307692308,1,2,2,0,0,0
ACC003159,20854.67,4170.933999999999,17973.01,7730.921191910443,5.0,330723.52,6124.50962962963,50000.0,6667.33299956798,54.0,5.0,15.0,0.0,59.0,0.06305771660853433,0.99999980000004,0.10909090909090909,0.0,0.0,0.0,5,15,0.0009998806643396246,0.006934773909563826,0.0,5000,0.375,161,38.37920138888889,6.610169491525424,1.9451814128039064,30,4.538461538461538,1,1,2,1,0,0
ACC003160,18291.5,2032.388888888889,9853.72,3126.0992587226197,9.0,11190.25,1598.607142857143,9919.17,3675.983944282648,7.0,9.0,7.0,0.0,16.0,1.634592613959957,0.9999998888889013,1.25,0.0,0.0,0.0,9,7,8.716182780505954e-05,0.005250100040016007,4.272863123300608e-06,5000,1.25,173,43.43163194444445,2.4375,0.48680506023116343,3,1.2307692307692308,1,1,1,0,0,0
ACC003161,3282.59,1094.1966666666667,1849.54,670.9958971807006,3.0,40371.63,5046.45375,34374.64,11861.460255835687,8.0,3.0,8.0,0.0,11.0,0.08130932538316364,0.9999996666667778,0.4444444444444444,0.0,0.0,0.0,3,8,9.539952233266955e-05,3.001200480192077e-06,0.0,5000,0.4444444444444444,174,53.07751157407407,1.8181818181818181,0.28747978728803447,2,1.1,1,1,1,0,0,0
ACC003162,21929.9,1827.4916666666668,7495.83,2137.893165856319,12.0,25310.91,6327.7275,19901.2,9270.038897478173,4.0,12.0,4.0,0.0,16.0,0.8664208437837114,0.9999999166666736,2.6,0.0,0.0,0.0,12,4,0.00013297864404561855,0.0,0.0,5000,2.6,169,52.44576388888889,1.75,0.31774445465112133,2,1.1428571428571428,1,1,2,0,0,0
ACC003163,487672.77,9562.211176470588,19707.17,6111.348231616538,51.0,820591.5,21594.513157894737,48669.88,16945.27688148404,38.0,18.0,11.0,0.0,89.0,0.5942942011943894,0.3529411695501732,1.3333333333333333,0.0,0.0,0.0,18,11,0.00010810357311439908,0.0028721488595438178,2.303144279446336e-05,5000,1.5833333333333333,144,33.78253472222222,9.348314606741573,2.5340670082709145,64,6.846153846153846,1,1,2,1,0,1
ACC003164,39856.24,5693.748571428571,18146.6,8123.659604522312,7.0,55549.55,5554.955,50000.0,15629.822507743364,10.0,7.0,10.0,0.0,17.0,0.7174898806431826,0.9999998571428775,0.7272727272727273,0.0,0.0,0.0,7,10,0.00012699544632322014,0.014638855542216887,0.0,5000,0.7272727272727273,157,25.90181712962963,2.1176470588235294,0.4719232400622504,3,1.4166666666666667,1,1,2,0,0,0
ACC003165,67184.76,9597.822857142857,50000.0,18600.9510017783,7.0,24643.08,2464.308,16066.13,4904.866869333401,10.0,7.0,10.0,0.0,17.0,2.7263134314896385,0.9999998571428775,0.7272727272727273,1.0,0.1428571224489825,0.0,7,10,0.0002715148783350724,0.0005772308923569428,0.0,5000,0.7272727272727273,176,24.202199074074073,1.5294117647058822,0.36735282343519987,2,1.3076923076923077,1,2,3,0,0,0
ACC003166,53956.46,6744.5575,50000.0,17481.7037796555,8.0,47530.229999999996,5281.136666666666,40045.49,13053.64533322876,9.0,8.0,9.0,0.0,17.0,1.135203006567921,0.9999998750000157,0.9,1.0,0.12499998437500197,0.0,8,9,0.00048728843735631783,0.004106642657062826,3.0890766636815726e-06,5000,0.9,152,22.733090277777777,1.5294117647058822,0.36735282343519987,2,1.3076923076923077,1,1,2,0,0,0
ACC003167,19877.25,3975.45,18195.29,7967.407897839172,5.0,13534.230000000001,2706.8460000000005,9110.62,3617.399072341895,5.0,5.0,5.0,0.0,10.0,1.468665007062192,0.99999980000004,1.0,0.0,0.0,0.0,5,5,0.0002848054819588573,3.10124049619848e-05,0.0,5000,1.0,164,53.647199074074074,1.4,0.37416573867739417,2,1.4285714285714286,1,1,3,0,0,0
ACC003168,9021.49,1002.3877777777777,2683.05,969.5852369283706,9.0,23524.98,1568.3319999999999,7155.18,1848.708628109285,15.0,9.0,15.0,0.0,24.0,0.3834855544878896,0.9999998888889013,0.625,0.0,0.0,0.0,9,15,0.0003229788718148961,0.004608843537414966,7.143689784021035e-06,5000,0.625,168,39.77822916666667,2.0,0.4216370213557839,3,1.5,1,1,2,0,0,0
ACC003169,220066.87,5001.5197727272725,36300.48,5723.745229076764,44.0,435945.35,10632.813414634145,19805.84,5623.193558457066,41.0,14.0,14.0,0.0,85.0,0.5048038016680192,0.3181818109504134,1.0714285714285714,0.0,0.0,0.0,14,14,0.0003628392976852803,0.0030752300920368148,4.25945674573421e-05,5000,1.0,168,44.256898148148146,7.2,2.127854188525388,51,7.083333333333333,1,1,2,1,0,1
ACC003170,10076.49,1119.61,3905.82,1356.6606457401203,9.0,9742.25,2435.5625,8693.78,4175.378650001898,4.0,9.0,4.0,0.0,13.0,1.0343082962319476,0.9999998888889013,2.0,0.0,0.0,0.0,9,4,5.541591705849183e-05,0.0045738295318127255,0.0,5000,2.0,147,76.19460648148149,2.3076923076923075,0.5191911982388868,3,1.3,1,2,5,0,0,0
ACC003171,8275.17,1182.1671428571428,4172.8,1457.694902459751,7.0,8960.57,1280.0814285714284,7237.85,2639.089638457604,7.0,7.0,7.0,0.0,14.0,0.9235093302185565,0.9999998571428775,1.0,0.0,0.0,0.0,7,7,0.00017243961051434942,0.004481792717086835,0.0,5000,1.0,159,55.52153935185185,1.5714285714285714,0.367006645104718,2,1.2727272727272727,1,1,2,0,0,0
ACC003172,1347.99,336.9975,1132.47,532.9843144267944,4.0,9299.02,1033.2244444444445,5624.74,1765.8351983771804,9.0,4.0,9.0,0.0,13.0,0.14496043667558942,0.9999997500000625,0.5,0.0,0.0,0.0,4,9,0.00013957544365583545,0.0032422969187675074,0.0,5000,0.5,175,38.358148148148146,1.6923076923076923,0.3422860840197998,2,1.1818181818181819,1,1,1,0,0,0
ACC003173,23475.63,1956.3025,5135.27,1665.1589845806154,12.0,6883.57,983.3671428571428,4691.54,1650.3239447526078,7.0,12.0,7.0,0.0,19.0,3.410385889384377,0.9999999166666736,1.625,0.0,0.0,0.0,12,7,0.00017867505005029978,0.0005841532592936672,0.0,5000,1.625,164,23.83587962962963,1.6842105263157894,0.33946348413888633,2,1.1875,1,1,2,0,0,0
ACC003174,16648.989999999998,2081.1237499999997,8045.85,2942.373885802985,8.0,75419.17,6856.288181818181,26899.38,10276.865653538358,11.0,8.0,11.0,0.0,19.0,0.22075276086675638,0.9999998750000157,0.75,0.0,0.0,0.0,8,11,0.00036476659954307023,0.0016616646658663466,1.030048541921319e-05,5000,0.75,177,44.48630787037037,2.0526315789473686,0.5311184387094948,3,1.4615384615384615,1,1,4,0,0,0
ACC003175,8151.040000000001,2037.7600000000002,6319.89,2959.71560970532,4.0,9405.5,1045.0555555555557,4130.61,1285.4804101590883,9.0,4.0,9.0,0.0,13.0,0.8666248470717534,0.9999997500000625,0.5,0.0,0.0,0.0,4,9,8.822113204414113e-05,0.00012304921968787514,0.0,5000,0.5,142,37.7365625,1.6153846153846154,0.37157376272280607,3,1.8571428571428572,1,1,1,0,0,0
ACC003176,22176.890000000003,7392.296666666668,21885.08,12551.47621079821,3.0,16619.09,1846.5655555555556,9101.2,2865.086808249059,9.0,3.0,9.0,0.0,12.0,1.3344226427960604,0.9999996666667778,0.4,0.0,0.0,0.0,3,9,0.00036879270261605404,0.005988395358143258,0.0,5000,0.4,127,35.062337962962964,1.5,0.375,2,1.3333333333333333,1,1,1,0,0,0
ACC003177,19467.25,1769.75,11838.95,3423.84949553277,11.0,36678.2,3056.5166666666664,18792.06,5305.22717819859,12.0,11.0,12.0,0.0,23.0,0.5307580524526624,0.9999999090909174,0.9230769230769231,0.0,0.0,0.0,11,12,0.00018311406734471705,0.0028261304521808727,0.0,5000,0.9230769230769231,178,22.503599537037037,2.608695652173913,0.5970491846309524,4,1.5333333333333334,1,2,2,0,0,0
ACC003178,12699.01,1411.0011111111112,9715.4,3128.489706437614,9.0,16823.940000000002,1682.3940000000002,4918.25,1838.4807462274084,10.0,9.0,10.0,0.0,19.0,0.7548178369184139,0.9999998888889013,0.9090909090909091,0.0,0.0,0.0,9,10,0.00021237466671834116,0.0013795518207282914,2.1089125783918306e-05,5000,0.9090909090909091,168,33.24690972222222,1.6842105263157894,0.33946348413888633,2,1.1875,1,2,2,0,0,0
ACC003179,10503.369999999999,1500.4814285714285,3341.88,1475.9058336089577,7.0,354178.71,5712.559838709678,13025.66,2685.3867937727005,62.0,7.0,16.0,0.0,69.0,0.0296555656887743,0.9999998571428775,0.12698412698412698,0.0,0.0,0.0,7,16,0.0008748324972674661,0.0014885954381752703,4.238436298349399e-06,5000,0.47058823529411764,169,36.69287037037037,8.26086956521739,2.552124122007291,57,6.9,1,1,1,1,0,0
