account,lifecycle_stage,rule_stage,risk_level,early_flag,is_fraud
ACC002506,Recruitment,Recruitment,2,1,0
ACC002507,Recruitment,Normal,2,1,0
ACC002508,Recruitment,Recruitment,2,1,0
ACC002509,Recruitment,Recruitment,2,1,0
ACC002510,Recruitment,Recruitment,2,1,0
ACC002511,Laundering,Laundering,5,0,1
ACC002512,Recruitment,Recruitment,2,1,0
ACC002513,Recruitment,Recruitment,2,1,0
ACC002514,Recruitment,Recruitment,2,1,0
ACC002515,Recruitment,Recruitment,2,1,0
ACC002516,Recruitment,Recruitment,2,1,0
ACC002517,Recruitment,Recruitment,2,1,0
ACC002518,Recruitment,Normal,2,1,0
ACC002519,Recruitment,Recruitment,2,1,0
ACC002520,Recruitment,Recruitment,2,1,0
ACC002521,Recruitment,Recruitment,2,1,0
ACC002522,Recruitment,Recruitment,2,1,0
ACC002523,Recruitment,Recruitment,2,1,0
ACC002524,Recruitment,Recruitment,2,1,0
ACC002525,Recruitment,Recruitment,2,1,0
ACC002526,Recruitment,Recruitment,2,1,0
ACC002527,Recruitment,Normal,2,1,0
ACC002528,Recruitment,Recruitment,2,1,0
ACC002529,Recruitment,Recruitment,2,1,0
ACC002530,Recruitment,Normal,2,1,0
ACC002531,Recruitment,Recruitment,2,1,0
ACC002532,Recruitment,Recruitment,2,1,0
ACC002533,Recruitment,Recruitment,2,1,0
ACC002534,Recruitment,Recruitment,2,1,0
ACC002535,Recruitment,Recruitment,2,1,0
ACC002536,Recruitment,Recruitment,2,1,0
ACC002537,Recruitment,Normal,2,1,0
ACC002538,Recruitment,Recruitment,2,1,0
ACC002539,Recruitment,Recruitment,2,1,0
ACC002540,Recruitment,Normal,2,1,0
ACC002541,Recruitment,Recruitment,2,1,0
ACC002542,Recruitment,Recruitment,2,1,0
ACC002543,Recruitment,Recruitment,2,1,0
ACC002544,Recruitment,Recruitment,2,1,0
ACC002545,Recruitment,Recruitment,2,1,0
ACC002546,Recruitment,Recruitment,2,1,0
ACC002547,Recruitment,Recruitment,2,1,0
ACC002548,Recruitment,Recruitment,2,1,0
ACC002549,Recruitment,Recruitment,2,1,0
ACC002550,Recruitment,Recruitment,2,1,0
ACC002551,Recruitment,Recruitment,2,1,0
ACC002552,Recruitment,Recruitment,2,1,0
ACC002553,Recruitment,Recruitment,2,1,0
ACC002554,Recruitment,Recruitment,2,1,0
ACC002555,Recruitment,Recruitment,2,1,0
ACC002556,Recruitment,Recruitment,2,1,0
ACC002557,Recruitment,Recruitment,2,1,0
ACC002558,Recruitment,Recruitment,2,1,0
ACC002559,Recruitment,Recruitment,2,1,0
ACC002560,Recruitment,Recruitment,2,1,0
ACC002561,Recruitment,Recruitment,2,1,0
ACC002562,Recruitment,Recruitment,2,1,0
ACC002563,Recruitment,Recruitment,2,1,0
ACC002564,Recruitment,Recruitment,2,1,0
ACC002565,Recruitment,Normal,2,1,0
ACC002566,Recruitment,Recruitment,2,1,0
ACC002567,Recruitment,Recruitment,2,1,0
ACC002568,Recruitment,Normal,2,1,0
ACC002569,Recruitment,Recruitment,2,1,0
ACC002570,Recruitment,Recruitment,2,1,0
ACC002571,Recruitment,Recruitment,2,1,0
ACC002572,Recruitment,Normal,2,1,0
ACC002573,Recruitment,Recruitment,2,1,0
ACC002574,Recruitment,Recruitment,2,1,0
ACC002575,Recruitment,Normal,2,1,0
ACC002576,Recruitment,Normal,2,1,0
ACC002577,Recruitment,Recruitment,2,1,0
ACC002578,Recruitment,Recruitment,2,1,0
ACC002579,Recruitment,Recruitment,2,1,0
ACC002580,Recruitment,Normal,2,1,0
ACC002581,Recruitment,Recruitment,2,1,0
ACC002582,Recruitment,Recruitment,2,1,0
ACC002583,Recruitment,Normal,2,1,0
ACC002584,Recruitment,Recruitment,2,1,0
ACC002585,Recruitment,Recruitment,2,1,0
ACC002586,Recruitment,Recruitment,2,1,0
ACC002587,Recruitment,Recruitment,2,1,0
ACC002588,Recruitment,Recruitment,2,1,0
ACC002589,Recruitment,Recruitment,2,1,0
ACC002590,Recruitment,Normal,2,1,0
ACC002591,Recruitment,Normal,2,1,0
ACC002592,Recruitment,Recruitment,2,1,0
ACC002593,Recruitment,Recruitment,2,1,0
ACC002594,Recruitment,Recruitment,2,1,0
ACC002595,Recruitment,Recruitment,2,1,0
ACC002596,Recruitment,Recruitment,2,1,0
ACC002597,Recruitment,Recruitment,2,1,0
ACC002598,Recruitment,Recruitment,2,1,0
ACC002599,Recruitment,Recruitment,2,1,0
ACC002600,Laundering,Laundering,5,0,1
ACC002601,Recruitment,Recruitment,2,1,0
ACC002602,Recruitment,Recruitment,2,1,0
ACC002603,Recruitment,Recruitment,2,1,0
ACC002604,Recruitment,Normal,2,1,0
ACC002605,Recruitment,Recruitment,2,1,0
ACC002606,Recruitment,Recruitment,2,1,0
ACC002607,Recruitment,Recruitment,2,1,0
ACC002608,Recruitment,Recruitment,2,1,0
ACC002609,Recruitment,Recruitment,2,1,0
ACC002610,Recruitment,Recruitment,2,1,0
ACC002611,Recruitment,Recruitment,2,1,0
ACC002612,Recruitment,Recruitment,2,1,0
ACC002613,Recruitment,Recruitment,2,1,0
ACC002614,Recruitment,Recruitment,2,1,0
ACC002615,Recruitment,Recruitment,2,1,0
ACC002616,Recruitment,Recruitment,2,1,0
ACC002617,Recruitment,Recruitment,2,1,0
ACC002618,Recruitment,Recruitment,2,1,0
ACC002619,Recruitment,Recruitment,2,1,0
ACC002620,Recruitment,Normal,2,1,0
ACC002621,Laundering,Laundering,5,0,1
ACC002622,Recruitment,Recruitment,2,1,0
ACC002623,Recruitment,Recruitment,2,1,0
ACC002624,Recruitment,Recruitment,2,1,0
ACC002625,Recruitment,Recruitment,2,1,0
ACC002626,Recruitment,Recruitment,2,1,0
ACC002627,Recruitment,Recruitment,2,1,0
ACC002628,Laundering,Laundering,5,0,1
ACC002629,Recruitment,Recruitment,2,1,0
ACC002630,Recruitment,Recruitment,2,1,0
ACC002631,Recruitment,Recruitment,2,1,0
ACC002632,Recruitment,Recruitment,2,1,0
ACC002633,Recruitment,Recruitment,2,1,0
ACC002634,Recruitment,Recruitment,2,1,0
ACC002635,Recruitment,Recruitment,2,1,0
ACC002636,Recruitment,Recruitment,2,1,0
ACC002637,Recruitment,Recruitment,2,1,0
ACC002638,Recruitment,Recruitment,2,1,0
ACC002639,Recruitment,Recruitment,2,1,0
ACC002640,Recruitment,Recruitment,2,1,0
ACC002641,Recruitment,Recruitment,2,1,0
ACC002642,Recruitment,Recruitment,2,1,0
ACC002643,Recruitment,Recruitment,2,1,0
ACC002644,Recruitment,Recruitment,2,1,0
ACC002645,Recruitment,Recruitment,2,1,0
ACC002646,Laundering,Normal,5,0,1
ACC002647,Recruitment,Recruitment,2,1,0
ACC002648,Recruitment,Recruitment,2,1,0
ACC002649,Recruitment,Recruitment,2,1,0
ACC002650,Recruitment,Recruitment,2,1,0
ACC002651,Recruitment,Recruitment,2,1,0
ACC002652,Recruitment,Recruitment,2,1,0
ACC002653,Recruitment,Recruitment,2,1,0
ACC002654,Recruitment,Recruitment,2,1,0
ACC002655,Recruitment,Recruitment,2,1,0
ACC002656,Recruitment,Recruitment,2,1,0
ACC002657,Recruitment,Recruitment,2,1,0
ACC002658,Recruitment,Recruitment,2,1,0
ACC002659,Recruitment,Recruitment,2,1,0
ACC002660,Recruitment,Recruitment,2,1,0
ACC002661,Recruitment,Recruitment,2,1,0
ACC002662,Recruitment,Recruitment,2,1,0
ACC002663,Recruitment,Normal,2,1,0
ACC002664,Recruitment,Recruitment,2,1,0
ACC002665,Recruitment,Recruitment,2,1,0
ACC002666,Recruitment,Recruitment,2,1,0
ACC002667,Recruitment,Recruitment,2,1,0
ACC002668,Recruitment,Recruitment,2,1,0
ACC002669,Recruitment,Recruitment,2,1,0
ACC002670,Recruitment,Normal,2,1,0
ACC002671,Recruitment,Recruitment,2,1,0
ACC002672,Recruitment,Recruitment,2,1,0
ACC002673,Recruitment,Recruitment,2,1,0
ACC002674,Recruitment,Recruitment,2,1,0
ACC002675,Recruitment,Recruitment,2,1,0
ACC002676,Recruitment,Recruitment,2,1,0
ACC002677,Recruitment,Recruitment,2,1,0
ACC002678,Recruitment,Recruitment,2,1,0
ACC002679,Recruitment,Recruitment,2,1,0
ACC002680,Recruitment,Normal,2,1,0
ACC002681,Recruitment,Recruitment,2,1,0
ACC002682,Recruitment,Recruitment,2,1,0
ACC002683,Recruitment,Recruitment,2,1,0
ACC002684,Recruitment,Recruitment,2,1,0
ACC002685,Recruitment,Normal,2,1,0
ACC002686,Laundering,Laundering,5,0,1
ACC002687,Recruitment,Recruitment,2,1,0
ACC002688,Recruitment,Recruitment,2,1,0
ACC002689,Recruitment,Recruitment,2,1,0
ACC002690,Recruitment,Recruitment,2,1,0
ACC002691,Recruitment,Recruitment,2,1,0
ACC002692,Recruitment,Normal,2,1,0
ACC002693,Recruitment,Normal,2,1,0
ACC002694,Recruitment,Recruitment,2,1,0
ACC002695,Recruitment,Recruitment,2,1,0
ACC002696,Recruitment,Recruitment,2,1,0
ACC002697,Recruitment,Recruitment,2,1,0
ACC002698,Recruitment,Recruitment,2,1,0
ACC002699,Recruitment,Normal,2,1,0
ACC002700,Laundering,Laundering,5,0,1
ACC002701,Recruitment,Recruitment,2,1,0
ACC002702,Recruitment,Recruitment,2,1,0
ACC002703,Recruitment,Recruitment,2,1,0
ACC002704,Recruitment,Recruitment,2,1,0
ACC002705,Recruitment,Recruitment,2,1,0
ACC002706,Recruitment,Recruitment,2,1,0
ACC002707,Recruitment,Recruitment,2,1,0
ACC002708,Recruitment,Recruitment,2,1,0
ACC002709,Recruitment,Recruitment,2,1,0
ACC002710,Recruitment,Recruitment,2,1,0
ACC002711,Recruitment,Recruitment,2,1,0
ACC002712,Recruitment,Recruitment,2,1,0
ACC002713,Recruitment,Recruitment,2,1,0
ACC002714,Recruitment,Recruitment,2,1,0
ACC002715,Recruitment,Recruitment,2,1,0
ACC002716,Recruitment,Recruitment,2,1,0
ACC002717,Recruitment,Normal,2,1,0
ACC002718,Recruitment,Recruitment,2,1,0
ACC002719,Recruitment,Recruitment,2,1,0
ACC002720,Recruitment,Recruitment,2,1,0
ACC002721,Recruitment,Recruitment,2,1,0
ACC002722,Recruitment,Recruitment,2,1,0
ACC002723,Recruitment,Recruitment,2,1,0
ACC002724,Recruitment,Recruitment,2,1,0
ACC002725,Recruitment,Recruitment,2,1,0
ACC002726,Recruitment,Recruitment,2,1,0
ACC002727,Recruitment,Recruitment,2,1,0
ACC002728,Recruitment,Recruitment,2,1,0
ACC002729,Recruitment,Recruitment,2,1,0
ACC002730,Recruitment,Recruitment,2,1,0
ACC002731,Recruitment,Recruitment,2,1,0
ACC002732,Recruitment,Recruitment,2,1,0
ACC002733,Recruitment,Normal,2,1,0
ACC002734,Laundering,Laundering,5,0,1
ACC002735,Recruitment,Recruitment,2,1,0
ACC002736,Recruitment,Normal,2,1,0
ACC002737,Recruitment,Recruitment,2,1,0
ACC002738,Recruitment,Normal,2,1,0
ACC002739,Laundering,Laundering,5,0,1
ACC002740,Recruitment,Recruitment,2,1,0
ACC002741,Recruitment,Recruitment,2,1,0
ACC002742,Recruitment,Recruitment,2,1,0
ACC002743,Recruitment,Recruitment,2,1,0
ACC002744,Recruitment,Recruitment,2,1,0
ACC002745,Recruitment,Recruitment,2,1,0
ACC002746,Recruitment,Normal,2,1,0
ACC002747,Recruitment,Normal,2,1,0
ACC002748,Recruitment,Normal,2,1,0
ACC002749,Recruitment,Recruitment,2,1,0
ACC002750,Recruitment,Recruitment,2,1,0
ACC002751,Recruitment,Recruitment,2,1,0
ACC002752,Recruitment,Normal,2,1,0
ACC002753,Recruitment,Recruitment,2,1,0
ACC002754,Recruitment,Normal,2,1,0
ACC002755,Recruitment,Normal,2,1,0
ACC002756,Recruitment,Recruitment,2,1,0
ACC002757,Recruitment,Recruitment,2,1,0
ACC002758,Recruitment,Recruitment,2,1,0
ACC002759,Recruitment,Recruitment,2,1,0
ACC002760,Recruitment,Recruitment,2,1,0
ACC002761,Recruitment,Recruitment,2,1,0
ACC002762,Recruitment,Recruitment,2,1,0
ACC002763,Recruitment,Recruitment,2,1,0
ACC002764,Recruitment,Recruitment,2,1,0
ACC002765,Recruitment,Recruitment,2,1,0
ACC002766,Recruitment,Recruitment,2,1,0
ACC002767,Recruitment,Recruitment,2,1,0
ACC002768,Recruitment,Recruitment,2,1,0
ACC002769,Recruitment,Recruitment,2,1,0
ACC002770,Recruitment,Recruitment,2,1,0
ACC002771,Recruitment,Recruitment,2,1,0
ACC002772,Recruitment,Recruitment,2,1,0
ACC002773,Laundering,Laundering,5,0,1
ACC002774,Recruitment,Normal,2,1,0
ACC002775,Recruitment,Recruitment,2,1,0
ACC002776,Recruitment,Recruitment,2,1,0
ACC002777,Recruitment,Recruitment,2,1,0
ACC002778,Recruitment,Recruitment,2,1,0
ACC002779,Recruitment,Recruitment,2,1,0
ACC002780,Recruitment,Recruitment,2,1,0
ACC002781,Recruitment,Recruitment,2,1,0
ACC002782,Recruitment,Normal,2,1,0
ACC002783,Recruitment,Recruitment,2,1,0
ACC002784,Recruitment,Recruitment,2,1,0
ACC002785,Recruitment,Recruitment,2,1,0
ACC002786,Recruitment,Recruitment,2,1,0
ACC002787,Recruitment,Recruitment,2,1,0
ACC002788,Recruitment,Recruitment,2,1,0
ACC002789,Recruitment,Recruitment,2,1,0
ACC002790,Recruitment,Recruitment,2,1,0
ACC002791,Recruitment,Recruitment,2,1,0
ACC002792,Recruitment,Recruitment,2,1,0
ACC002793,Recruitment,Recruitment,2,1,0
ACC002794,Recruitment,Recruitment,2,1,0
ACC002795,Recruitment,Recruitment,2,1,0
ACC002796,Recruitment,Recruitment,2,1,0
ACC002797,Recruitment,Recruitment,2,1,0
ACC002798,Recruitment,Recruitment,2,1,0
ACC002799,Recruitment,Normal,2,1,0
ACC002800,Recruitment,Recruitment,2,1,0
ACC002801,Recruitment,Recruitment,2,1,0
ACC002802,Recruitment,Recruitment,2,1,0
ACC002803,Laundering,Laundering,5,0,1
ACC002804,Recruitment,Recruitment,2,1,0
ACC002805,Recruitment,Recruitment,2,1,0
ACC002806,Recruitment,Recruitment,2,1,0
ACC002807,Recruitment,Normal,2,1,0
ACC002808,Recruitment,Recruitment,2,1,0
ACC002809,Recruitment,Recruitment,2,1,0
ACC002810,Recruitment,Recruitment,2,1,0
ACC002811,Recruitment,Recruitment,2,1,0
ACC002812,Recruitment,Recruitment,2,1,0
ACC002813,Recruitment,Normal,2,1,0
ACC002814,Recruitment,Recruitment,2,1,0
ACC002815,Recruitment,Recruitment,2,1,0
ACC002816,Recruitment,Recruitment,2,1,0
ACC002817,Recruitment,Normal,2,1,0
ACC002818,Recruitment,Recruitment,2,1,0
ACC002819,Recruitment,Normal,2,1,0
ACC002820,Laundering,Laundering,5,0,1
ACC002821,Recruitment,Recruitment,2,1,0
ACC002822,Recruitment,Recruitment,2,1,0
ACC002823,Recruitment,Recruitment,2,1,0
ACC002824,Recruitment,Recruitment,2,1,0
ACC002825,Recruitment,Normal,2,1,0
ACC002826,Recruitment,Recruitment,2,1,0
ACC002827,Recruitment,Recruitment,2,1,0
ACC002828,Recruitment,Recruitment,2,1,0
ACC002829,Recruitment,Recruitment,2,1,0
ACC002830,Recruitment,Normal,2,1,0
ACC002831,Recruitment,Recruitment,2,1,0
ACC002832,Recruitment,Recruitment,2,1,0
ACC002833,Laundering,Laundering,5,0,1
ACC002834,Recruitment,Recruitment,2,1,0
ACC002835,Recruitment,Recruitment,2,1,0
ACC002836,Recruitment,Recruitment,2,1,0
ACC002837,Recruitment,Recruitment,2,1,0
ACC002838,Recruitment,Recruitment,2,1,0
ACC002839,Recruitment,Recruitment,2,1,0
ACC002840,Recruitment,Recruitment,2,1,0
ACC002841,Recruitment,Recruitment,2,1,0
ACC002842,Recruitment,Normal,2,1,0
ACC002843,Recruitment,Recruitment,2,1,0
ACC002844,Recruitment,Recruitment,2,1,0
ACC002845,Recruitment,Recruitment,2,1,0
ACC002846,Recruitment,Recruitment,2,1,0
ACC002847,Recruitment,Normal,2,1,0
ACC002848,Recruitment,Normal,2,1,0
ACC002849,Recruitment,Recruitment,2,1,0
ACC002850,Recruitment,Recruitment,2,1,0
ACC002851,Recruitment,Recruitment,2,1,0
ACC002852,Recruitment,Recruitment,2,1,0
ACC002853,Recruitment,Recruitment,2,1,0
ACC002854,Recruitment,Recruitment,2,1,0
ACC002855,Recruitment,Recruitment,2,1,0
ACC002856,Recruitment,Recruitment,2,1,0
ACC002857,Recruitment,Recruitment,2,1,0
ACC002858,Recruitment,Recruitment,2,1,0
ACC002859,Laundering,Laundering,5,0,1
ACC002860,Recruitment,Recruitment,2,1,0
ACC002861,Recruitment,Normal,2,1,0
ACC002862,Recruitment,Recruitment,2,1,0
ACC002863,Recruitment,Recruitment,2,1,0
ACC002864,Recruitment,Recruitment,2,1,0
ACC002865,Recruitment,Recruitment,2,1,0
ACC002866,Recruitment,Recruitment,2,1,0
ACC002867,Recruitment,Normal,2,1,0
ACC002868,Recruitment,Normal,2,1,0
ACC002869,Recruitment,Normal,2,1,0
ACC002870,Recruitment,Recruitment,2,1,0
ACC002871,Recruitment,Recruitment,2,1,0
ACC002872,Recruitment,Recruitment,2,1,0
ACC002873,Recruitment,Recruitment,2,1,0
ACC002874,Recruitment,Recruitment,2,1,0
ACC002875,Recruitment,Recruitment,2,1,0
ACC002876,Recruitment,Recruitment,2,1,0
ACC002877,Laundering,Laundering,5,0,1
ACC002878,Recruitment,Recruitment,2,1,0
ACC002879,Recruitment,Normal,2,1,0
ACC002880,Recruitment,Normal,2,1,0
ACC002881,Recruitment,Recruitment,2,1,0
ACC002882,Recruitment,Recruitment,2,1,0
ACC002883,Recruitment,Recruitment,2,1,0
ACC002884,Recruitment,Recruitment,2,1,0
ACC002885,Recruitment,Recruitment,2,1,0
ACC002886,Recruitment,Recruitment,2,1,0
ACC002887,Recruitment,Recruitment,2,1,0
ACC002888,Recruitment,Recruitment,2,1,0
ACC002889,Recruitment,Recruitment,2,1,0
ACC002890,Recruitment,Recruitment,2,1,0
ACC002891,Recruitment,Recruitment,2,1,0
ACC002892,Recruitment,Recruitment,2,1,0
ACC002893,Recruitment,Normal,2,1,0
ACC002894,Recruitment,Recruitment,2,1,0
ACC002895,Recruitment,Recruitment,2,1,0
ACC002896,Recruitment,Recruitment,2,1,0
ACC002897,Recruitment,Recruitment,2,1,0
ACC002898,Recruitment,Recruitment,2,1,0
ACC002899,Recruitment,Normal,2,1,0
ACC002900,Recruitment,Recruitment,2,1,0
ACC002901,Recruitment,Normal,2,1,0
ACC002902,Recruitment,Recruitment,2,1,0
ACC002903,Recruitment,Recruitment,2,1,0
ACC002904,Laundering,Laundering,5,0,1
ACC002905,Recruitment,Normal,2,1,0
ACC002906,Recruitment,Recruitment,2,1,0
ACC002907,Recruitment,Recruitment,2,1,0
ACC002908,Recruitment,Recruitment,2,1,0
ACC002909,Recruitment,Recruitment,2,1,0
ACC002910,Recruitment,Recruitment,2,1,0
ACC002911,Recruitment,Recruitment,2,1,0
ACC002912,Recruitment,Recruitment,2,1,0
ACC002913,Recruitment,Recruitment,2,1,0
ACC002914,Recruitment,Recruitment,2,1,0
ACC002915,Recruitment,Recruitment,2,1,0
ACC002916,Recruitment,Recruitment,2,1,0
ACC002917,Recruitment,Recruitment,2,1,0
ACC002918,Recruitment,Recruitment,2,1,0
ACC002919,Recruitment,Recruitment,2,1,0
ACC002920,Recruitment,Normal,2,1,0
ACC002921,Recruitment,Normal,2,1,0
ACC002922,Recruitment,Recruitment,2,1,0
ACC002923,Recruitment,Recruitment,2,1,0
ACC002924,Recruitment,Normal,2,1,0
ACC002925,Recruitment,Recruitment,2,1,0
ACC002926,Recruitment,Recruitment,2,1,0
ACC002927,Recruitment,Recruitment,2,1,0
ACC002928,Recruitment,Recruitment,2,1,0
ACC002929,Recruitment,Recruitment,2,1,0
ACC002930,Recruitment,Recruitment,2,1,0
ACC002931,Recruitment,Recruitment,2,1,0
ACC002932,Recruitment,Recruitment,2,1,0
ACC002933,Recruitment,Normal,2,1,0
ACC002934,Recruitment,Recruitment,2,1,0
ACC002935,Recruitment,Recruitment,2,1,0
ACC002936,Recruitment,Recruitment,2,1,0
ACC002937,Recruitment,Recruitment,2,1,0
ACC002938,Recruitment,Recruitment,2,1,0
ACC002939,Recruitment,Recruitment,2,1,0
ACC002940,Recruitment,Recruitment,2,1,0
ACC002941,Recruitment,Recruitment,2,1,0
ACC002942,Laundering,Laundering,5,0,1
ACC002943,Recruitment,Recruitment,2,1,0
ACC002944,Recruitment,Recruitment,2,1,0
ACC002945,Recruitment,Recruitment,2,1,0
ACC002946,Recruitment,Normal,2,1,0
ACC002947,Recruitment,Recruitment,2,1,0
ACC002948,Recruitment,Recruitment,2,1,0
ACC002949,Recruitment,Normal,2,1,0
ACC002950,Recruitment,Recruitment,2,1,0
ACC002951,Recruitment,Recruitment,2,1,0
ACC002952,Recruitment,Normal,2,1,0
ACC002953,Recruitment,Recruitment,2,1,0
ACC002954,Recruitment,Recruitment,2,1,0
ACC002955,Recruitment,Recruitment,2,1,0
ACC002956,Laundering,Laundering,5,0,1
ACC002957,Recruitment,Normal,2,1,0
ACC002958,Recruitment,Recruitment,2,1,0
ACC002959,Recruitment,Recruitment,2,1,0
ACC002960,Recruitment,Recruitment,2,1,0
ACC002961,Recruitment,Recruitment,2,1,0
ACC002962,Recruitment,Normal,2,1,0
ACC002963,Recruitment,Recruitment,2,1,0
ACC002964,Recruitment,Recruitment,2,1,0
ACC002965,Recruitment,Recruitment,2,1,0
ACC002966,Recruitment,Recruitment,2,1,0
ACC002967,Recruitment,Normal,2,1,0
ACC002968,Recruitment,Normal,2,1,0
ACC002969,Recruitment,Recruitment,2,1,0
ACC002970,Recruitment,Recruitment,2,1,0
ACC002971,Recruitment,Recruitment,2,1,0
ACC002972,Recruitment,Recruitment,2,1,0
ACC002973,Recruitment,Recruitment,2,1,0
ACC002974,Recruitment,Recruitment,2,1,0
ACC002975,Recruitment,Recruitment,2,1,0
ACC002976,Recruitment,Normal,2,1,0
ACC002977,Recruitment,Recruitment,2,1,0
ACC002978,Recruitment,Recruitment,2,1,0
ACC002979,Recruitment,Recruitment,2,1,0
ACC002980,Recruitment,Recruitment,2,1,0
ACC002981,Recruitment,Recruitment,2,1,0
ACC002982,Recruitment,Recruitment,2,1,0
ACC002983,Recruitment,Recruitment,2,1,0
ACC002984,Recruitment,Recruitment,2,1,0
ACC002985,Recruitment,Recruitment,2,1,0
ACC002986,Recruitment,Recruitment,2,1,0
ACC002987,Recruitment,Recruitment,2,1,0
ACC002988,Recruitment,Recruitment,2,1,0
ACC002989,Recruitment,Normal,2,1,0
ACC002990,Recruitment,Recruitment,2,1,0
ACC002991,Recruitment,Recruitment,2,1,0
ACC002992,Recruitment,Normal,2,1,0
ACC002993,Recruitment,Recruitment,2,1,0
ACC002994,Recruitment,Recruitment,2,1,0
ACC002995,Laundering,Laundering,5,0,1
ACC002996,Recruitment,Recruitment,2,1,0
ACC002997,Recruitment,Recruitment,2,1,0
ACC002998,Recruitment,Recruitment,2,1,0
ACC002999,Recruitment,Recruitment,2,1,0
ACC003000,Recruitment,Recruitment,2,1,0
ACC003001,Recruitment,Recruitment,2,1,0
ACC003002,Recruitment,Recruitment,2,1,0
ACC003003,Recruitment,Recruitment,2,1,0
ACC003004,Recruitment,Recruitment,2,1,0
ACC003005,Recruitment,Recruitment,2,1,0
ACC003006,Recruitment,Recruitment,2,1,0
ACC003007,Recruitment,Normal,2,1,0
ACC003008,Recruitment,Recruitment,2,1,0
ACC003009,Recruitment,Recruitment,2,1,0
ACC003010,Recruitment,Recruitment,2,1,0
ACC003011,Recruitment,Recruitment,2,1,0
ACC003012,Recruitment,Recruitment,2,1,0
ACC003013,Recruitment,Recruitment,2,1,0
ACC003014,Recruitment,Recruitment,2,1,0
ACC003015,Recruitment,Recruitment,2,1,0
ACC003016,Recruitment,Recruitment,2,1,0
ACC003017,Recruitment,Recruitment,2,1,0
ACC003018,Recruitment,Recruitment,2,1,0
ACC003019,Recruitment,Recruitment,2,1,0
ACC003020,Recruitment,Recruitment,2,1,0
ACC003021,Laundering,Laundering,5,0,1
ACC003022,Recruitment,Normal,2,1,0
ACC003023,Recruitment,Recruitment,2,1,0
ACC003024,Recruitment,Recruitment,2,1,0
ACC003025,Recruitment,Recruitment,2,1,0
ACC003026,Recruitment,Recruitment,2,1,0
ACC003027,Recruitment,Normal,2,1,0
ACC003028,Recruitment,Recruitment,2,1,0
ACC003029,Recruitment,Recruitment,2,1,0
ACC003030,Recruitment,Recruitment,2,1,0
ACC003031,Laundering,Laundering,5,0,1
ACC003032,Recruitment,Recruitment,2,1,0
ACC003033,Recruitment,Recruitment,2,1,0
ACC003034,Laundering,Laundering,5,0,1
ACC003035,Recruitment,Recruitment,2,1,0
ACC003036,Recruitment,Recruitment,2,1,0
ACC003037,Recruitment,Recruitment,2,1,0
ACC003038,Recruitment,Recruitment,2,1,0
ACC003039,Recruitment,Recruitment,2,1,0
ACC003040,Recruitment,Recruitment,2,1,0
ACC003041,Recruitment,Recruitment,2,1,0
ACC003042,Recruitment,Normal,2,1,0
ACC003043,Recruitment,Recruitment,2,1,0
ACC003044,Recruitment,Recruitment,2,1,0
ACC003045,Recruitment,Recruitment,2,1,0
ACC003046,Recruitment,Recruitment,2,1,0
ACC003047,Recruitment,Recruitment,2,1,0
ACC003048,Recruitment,Recruitment,2,1,0
ACC003049,Recruitment,Recruitment,2,1,0
ACC003050,Recruitment,Recruitment,2,1,0
ACC003051,Recruitment,Recruitment,2,1,0
ACC003052,Recruitment,Recruitment,2,1,0
ACC003053,Recruitment,Recruitment,2,1,0
ACC003054,Recruitment,Recruitment,2,1,0
ACC003055,Recruitment,Normal,2,1,0
ACC003056,Recruitment,Recruitment,2,1,0
ACC003057,Recruitment,Recruitment,2,1,0
ACC003058,Recruitment,Recruitment,2,1,0
ACC003059,Recruitment,Recruitment,2,1,0
ACC003060,Recruitment,Recruitment,2,1,0
ACC003061,Recruitment,Recruitment,2,1,0
ACC003062,Recruitment,Recruitment,2,1,0
ACC003063,Recruitment,Recruitment,2,1,0
ACC003064,Recruitment,Recruitment,2,1,0
ACC003065,Laundering,Laundering,5,0,1
ACC003066,Laundering,Laundering,5,0,1
ACC003067,Laundering,Normal,5,0,1
ACC003068,Recruitment,Recruitment,2,1,0
ACC003069,Recruitment,Recruitment,2,1,0
ACC003070,Recruitment,Recruitment,2,1,0
ACC003071,Recruitment,Recruitment,2,1,0
ACC003072,Recruitment,Recruitment,2,1,0
ACC003073,Recruitment,Recruitment,2,1,0
ACC003074,Recruitment,Recruitment,2,1,0
ACC003075,Recruitment,Recruitment,2,1,0
ACC003076,Recruitment,Recruitment,2,1,0
ACC003077,Recruitment,Recruitment,2,1,0
ACC003078,Recruitment,Recruitment,2,1,0
ACC003079,Recruitment,Normal,2,1,0
ACC003080,Recruitment,Recruitment,2,1,0
ACC003081,Recruitment,Recruitment,2,1,0
ACC003082,Recruitment,Recruitment,2,1,0
ACC003083,Recruitment,Recruitment,2,1,0
ACC003084,Recruitment,Recruitment,2,1,0
ACC003085,Recruitment,Normal,2,1,0
ACC003086,Recruitment,Recruitment,2,1,0
ACC003087,Recruitment,Recruitment,2,1,0
ACC003088,Recruitment,Recruitment,2,1,0
ACC003089,Recruitment,Normal,2,1,0
ACC003090,Recruitment,Recruitment,2,1,0
ACC003091,Recruitment,Recruitment,2,1,0
ACC003092,Recruitment,Recruitment,2,1,0
ACC003093,Recruitment,Normal,2,1,0
ACC003094,Recruitment,Recruitment,2,1,0
ACC003095,Recruitment,Recruitment,2,1,0
